seed,state_idx,ego_id,fixed_panel_step_index,fixed_panel_step_hash,fixed_panel_fingerprint,top_k,oracle_core_f1,oracle_core_f1_random_baseline,oracle_core_f1_adjusted,dr_applied,dr_applied_rows,dr_clipped_rows,dr_raw_inverse_max,dr_correction_mean,replay_consistency_abs_error,bias,variance,mae,rmse,rank_correlation,p_value,constant_case,signed_bias,signed_mae,signed_rmse,signed_spearman,signed_p_value,signed_constant_case,sign_agreement,direction_row_aipw_signed_bias,direction_row_aipw_signed_mae,direction_row_aipw_signed_rmse,direction_row_aipw_signed_spearman,direction_row_aipw_signed_p_value,direction_row_aipw_signed_constant_case,direction_row_aipw_sign_agreement,direction_crossfit_aipw_signed_bias,direction_crossfit_aipw_signed_mae,direction_crossfit_aipw_signed_rmse,direction_crossfit_aipw_signed_spearman,direction_crossfit_aipw_signed_p_value,direction_crossfit_aipw_signed_constant_case,direction_crossfit_aipw_sign_agreement,q_mae,q_rmse,q_spearman,q_constant_case,q_centered_mae,q_centered_rmse,q_within_state_action_spearman,q_within_state_action_spearman_sum,q_nonconstant_surface_count,q_raw_mae,q_raw_rmse,q_centered_sq_error_sum,q_centered_oracle_sq_sum,q_centered_value_count,capacity_active_count,capacity_null_count,capacity_active_mae,capacity_active_spearman,capacity_null_fpr,direction_active_count,direction_null_count,direction_active_mae,direction_active_spearman,direction_null_fpr,direction_active_sign_agreement,capacity_rank_correlation,capacity_mae,capacity_bias,direction_spearman,direction_mae,direction_bias,direction_sign_agreement,range_bias,range_variance,range_mae,range_rmse,range_rank_correlation,range_p_value,range_constant_case,oracle_topk_ids,learned_topk_ids,oracle_topk_gap,oracle_topk_unique,capacity_topk_match,lambda_topk_Q,lambda_topk_actual_error,capacity_topk_q_certified,capacity_topk_q_certified_violation,capacity_topk_actual_error_certified,capacity_topk_actual_error_certified_violation,capacity_topk_interval_separation,capacity_topk_interval_certified,capacity_topk_interval_certified_violation,oracle_full_rank_min_gap,oracle_full_rank_unique,lambda_full_rank_Q,strict_relation_pair_count,strict_relation_pair_order_accuracy,q_certified_relation_pair_count,q_certified_relation_pair_violation_count,actual_error_certified_relation_pair_count,actual_error_certified_relation_pair_violation_count,capacity_q_error_bound_violation_count
5007,0,0,0,36226641b5f75250a528cc1a57c7405406ba1196fdeb429fcb0582e51a38e9ed,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,1.0,0.2,1.0,0,0,0,0.0,0.0,0.0,-0.002086166525259614,0.00018536546849645674,0.012854965403676033,0.013773799873888493,0.8944271909999157,0.04051932635383408,0,-0.0007850626716390252,0.003626170102506876,0.0040811761282384396,0.35909242322980395,0.5528147466433508,0,1.0,-0.0007850626716390252,0.003626170102506876,0.0040811761282384396,0.35909242322980395,0.5528147466433508,0,1.0,0.010760932229459286,0.010760932229459286,0.011706523597240448,0.6668859288553501,0.21889398131323157,0,0.0,0.0026870033022818106,0.003841944891531961,0.20951702730659486,0,0.0026870033022818106,0.003841944891531961,0.5765566601970551,1.1531133203941102,2,0.006849754893091114,0.007692044755479387,0.0009594351357219544,0.0010979999576210984,65,2,3,0.018676414154469967,0.9999999999999999,0.0,1,4,0.0071027690721675776,nan,0.0,1.0,0.8944271909999157,0.012854965403676033,-0.002086166525259614,0.35909242322980395,0.003626170102506876,-0.0007850626716390252,1.0,-0.002086166525259614,0.00018536546849645674,0.012854965403676033,0.013773799873888493,0.8944271909999157,0.04051932635383408,0,5,5,0.006000000052154064,1,1,7.282646193195727,6.225471330709384,0,0,0,0,-0.04191067279316485,0,0,0.0,0,inf,7,1.0,6,0,6,0,0
5007,0,1,0,36226641b5f75250a528cc1a57c7405406ba1196fdeb429fcb0582e51a38e9ed,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,1.0,0.2,1.0,0,0,0,0.0,0.0,0.0,0.0035397589672356844,4.636147787095979e-05,0.0070885480381548405,0.007674071472138166,0.8944271909999157,0.04051932635383408,0,-0.0007041255012154579,0.001818412565626204,0.0019683516584336758,0.0,1.0,1,0.0,-0.0007041255012154579,0.001818412565626204,0.0019683516584336758,0.0,1.0,1,0.0,-0.0021861991845071316,0.003804622683674097,0.004892562050372362,0.0,1.0,1,0.0,0.0019163819998792048,0.0024168279610603176,0.37688865493185497,0,0.0019163819998792048,0.0024168279610603176,0.5503495392790072,1.1006990785580144,2,0.003870446991417199,0.004523230888477529,0.00037966873056859314,0.00023399998730421097,65,2,3,0.004435986280441284,0.9999999999999999,0.0,0,5,nan,nan,0.0,nan,0.8944271909999157,0.0070885480381548405,0.0035397589672356844,0.0,0.001818412565626204,-0.0007041255012154579,0.0,0.0035397589672356844,4.636147787095979e-05,0.0070885480381548405,0.007674071472138166,0.8944271909999157,0.04051932635383408,0,4,4,0.0059999991208314896,1,1,3.1385844913425793,1.4786623101459848,0,0,0,0,-0.01881886614137329,0,0,0.0,0,inf,7,1.0,1,0,6,0,0
5007,0,2,0,36226641b5f75250a528cc1a57c7405406ba1196fdeb429fcb0582e51a38e9ed,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,0.002140302211046219,3.706305869854987e-05,0.005947331432253122,0.006453212816268206,0.7826237921249264,0.11761376087345812,0,6.301272514974698e-05,0.0013439164031296968,0.001418823259882629,0.0,1.0,1,0.0,6.301272514974698e-05,0.0013439164031296968,0.001418823259882629,0.0,1.0,1,0.0,-0.0037137579638510942,0.0037137579638510942,0.005065284203737974,0.0,1.0,1,0.0,0.0015629752402361921,0.002019533467294618,0.3704882629633574,0,0.0015629752402361921,0.002019533467294618,0.6027637811151031,1.2055275622302062,2,0.0019113955846898115,0.002342541300517905,0.0002651035026589964,0.00023399998730421097,65,2,3,0.0047587864100933075,-0.9999999999999999,0.0,0,5,nan,nan,0.0,nan,0.7826237921249264,0.005947331432253122,0.002140302211046219,0.0,0.0013439164031296968,6.301272514974698e-05,0.0,0.002140302211046219,3.706305869854987e-05,0.005947331432253122,0.006453212816268206,0.7826237921249264,0.11761376087345812,0,4,1,0.0059999991208314896,1,0,2.8195682737157446,1.5862623691297566,0,0,0,0,-0.015674268477596343,0,0,0.0,0,inf,7,0.8571428571428571,3,0,6,0,0
5007,1,0,1,59aaa2e0bdaae0d157328a4bbf530002e6597f57f071b4abdfce4a01070b5c8a,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,-0.00050807447405532,0.0001387906668242067,0.01097450964152813,0.0117918960750103,0.7826237921249264,0.11761376087345812,0,-0.0008172484231181443,0.0016933863516896963,0.001981479814276099,0.8207826816681233,0.08858700531354384,0,1.0,-0.0008172484231181443,0.0016933863516896963,0.001981479814276099,0.8207826816681233,0.08858700531354384,0,1.0,0.0028742789290845394,0.0031350948847830296,0.0040157148614525795,0.6668859288553501,0.21889398131323157,0,1.0,0.00251692429761135,0.0033189399407995883,0.2181403508829378,0,0.00251692429761135,0.0033189399407995883,0.6289709020331511,1.2579418040663022,2,0.006486874313178795,0.007227437932693949,0.0007159985514912603,0.0010979999576210984,65,2,3,0.014353231061249971,-0.9999999999999999,0.0,1,4,0.0021903451709076784,nan,0.0,1.0,0.7826237921249264,0.01097450964152813,-0.00050807447405532,0.8207826816681233,0.0016933863516896963,-0.0008172484231181443,1.0,-0.00050807447405532,0.0001387906668242067,0.01097450964152813,0.0117918960750103,0.7826237921249264,0.11761376087345812,0,5,3,0.006000000052154064,1,0,5.6906022548716315,4.78441031216225,0,0,0,0,-0.029668938543181866,0,0,0.0,0,inf,7,0.8571428571428571,6,0,6,0,0
5007,1,1,1,59aaa2e0bdaae0d157328a4bbf530002e6597f57f071b4abdfce4a01070b5c8a,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,1.0,0.2,1.0,0,0,0,0.0,0.0,0.0,0.0022629147861152887,3.646467666840181e-05,0.006155644543468952,0.0064486791379749775,0.8944271909999157,0.04051932635383408,0,0.0007062684744596481,0.0012603531358763576,0.0016705546295270324,0.0,1.0,1,0.0,0.0007062684744596481,0.0012603531358763576,0.0016705546295270324,0.0,1.0,1,0.0,0.0019411472603678703,0.004118342883884907,0.0043928371742367744,0.0,1.0,1,0.0,0.001663718399155703,0.002076948946912628,0.3936765682918485,0,0.001663718399155703,0.002076948946912628,0.6027637811151031,1.2055275622302062,2,0.0027268781199102075,0.0033322783712146165,0.0002803916003252958,0.00023399998730421097,65,2,3,0.004865911789238453,0.9999999999999999,0.0,0,5,nan,nan,0.0,nan,0.8944271909999157,0.006155644543468952,0.0022629147861152887,0.0,0.0012603531358763576,0.0007062684744596481,0.0,0.0022629147861152887,3.646467666840181e-05,0.006155644543468952,0.0064486791379749775,0.8944271909999157,0.04051932635383408,0,4,4,0.0059999991208314896,1,1,2.5446405773424705,1.621970834077098,0,0,0,0,-0.014036893553566188,0,0,0.0,0,inf,7,1.0,3,0,6,0,0
5007,1,2,1,59aaa2e0bdaae0d157328a4bbf530002e6597f57f071b4abdfce4a01070b5c8a,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,0.003993520513176918,3.43699794029817e-05,0.006497396621853113,0.007093531545251608,0.7826237921249264,0.11761376087345812,0,0.00034358265111222863,0.0009333843481726944,0.001429752679541707,0.0,1.0,1,0.0,0.00034358265111222863,0.0009333843481726944,0.001429752679541707,0.0,1.0,1,0.0,-0.004799637012183666,0.004799637012183666,0.00566369853913784,0.0,1.0,1,0.0,0.001848028623636746,0.0024012179287050826,0.37699357939035494,0,0.001848028623636746,0.0024012179287050826,0.5765566601970551,1.1531133203941102,2,0.005859083396521433,0.006354501905724842,0.0003747800901737573,0.00023399998730421097,65,2,3,0.003684474155306816,-0.9999999999999999,0.0,0,5,nan,nan,0.0,nan,0.7826237921249264,0.006497396621853113,0.003993520513176918,0.0,0.0009333843481726944,0.00034358265111222863,0.0,0.003993520513176918,3.43699794029817e-05,0.006497396621853113,0.007093531545251608,0.7826237921249264,0.11761376087345812,0,4,1,0.0059999991208314896,1,0,3.279137697032961,1.2281582317286126,0,0,0,0,-0.01830587410950102,0,0,0.0,0,inf,7,0.8571428571428571,1,0,6,0,0
5007,2,0,2,b3d5000b4fad3c01d4108f5d56ac1941cc185d8343a73eabb324d770b1de81f7,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,-0.0025319342967122793,0.000127726438222453,0.010232962667942047,0.011581758968532085,0.7826237921249264,0.11761376087345812,0,-0.0005888015148229897,0.002029094845056534,0.002250296762213111,0.35909242322980395,0.5528147466433508,0,1.0,-0.0005888015148229897,0.002029094845056534,0.002250296762213111,0.35909242322980395,0.5528147466433508,0,1.0,-0.0051879798993468285,0.007762008812278509,0.007845550775527954,-0.10259783520851541,0.8695979205185651,0,1.0,0.002351133822953913,0.0031178147584761673,0.19063492223425768,0,0.002351133822953913,0.0031178147584761673,0.6289709020331511,1.2579418040663022,2,0.0033303610944690615,0.004388498617375942,0.0006318499764311671,0.0010979999576210984,65,2,3,0.015956121031194925,-0.9999999999999999,0.0,1,4,0.0036007335586473368,nan,0.0,1.0,0.7826237921249264,0.010232962667942047,-0.0025319342967122793,0.35909242322980395,0.002029094845056534,-0.0005888015148229897,1.0,-0.0025319342967122793,0.000127726438222453,0.010232962667942047,0.011581758968532085,0.7826237921249264,0.11761376087345812,0,5,3,0.006000000052154064,1,0,5.370635492609877,5.318706964166278,0,0,0,0,-0.02964736707508564,0,0,0.0,0,inf,7,0.8571428571428571,6,0,6,0,0
5007,2,1,2,b3d5000b4fad3c01d4108f5d56ac1941cc185d8343a73eabb324d770b1de81f7,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,0.001933099003508687,5.8885365433525294e-05,0.007418490014970303,0.007913421839475632,-0.11180339887498947,0.8579446176050994,0,-0.0006070243543945253,0.0012311280006542802,0.0016194448107853532,0.0,1.0,1,0.0,-0.0006070243543945253,0.0012311280006542802,0.0016194448107853532,0.0,1.0,1,0.0,0.003759098704904318,0.004162290599197149,0.00479182368144393,0.0,1.0,1,0.0,0.002098422857830108,0.0026022126022215175,0.24132625454990714,0,0.002098422857830108,0.0026022126022215175,0.36689969285267143,0.7337993857053429,2,0.0025720906525608512,0.0031873823689040695,0.0004401481777654313,0.00023399998730421097,65,2,3,0.00685673882253468,-0.9999999999999999,0.0,0,5,nan,nan,0.0,nan,-0.11180339887498947,0.007418490014970303,0.001933099003508687,0.0,0.0012311280006542802,-0.0006070243543945253,0.0,0.001933099003508687,5.8885365433525294e-05,0.007418490014970303,0.007913421839475632,-0.11180339887498947,0.8579446176050994,0,4,3,0.0059999991208314896,1,0,3.965605432521789,2.285579942413212,0,0,0,0,-0.021080189006170258,0,0,0.0,0,inf,7,0.42857142857142855,0,0,3,0,0
5007,2,2,2,b3d5000b4fad3c01d4108f5d56ac1941cc185d8343a73eabb324d770b1de81f7,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,0.0007711855578236282,0.0001929869467858225,0.011286651715636253,0.013913363218307495,0.7826237921249264,0.11761376087345812,0,-0.0007349093211814761,0.001723935129120946,0.0020585122983902693,0.0,1.0,0,1.0,-0.0007349093211814761,0.001723935129120946,0.0020585122983902693,0.0,1.0,0,1.0,-0.004172076005488634,0.004172076005488634,0.005585778038948774,-0.35355339059327373,0.5594043441634877,0,0.0,0.0025050760144863784,0.004392479837515372,0.20622492487638566,0,0.0025050760144863784,0.004392479837515372,0.5093533820271291,1.0187067640542582,2,0.007106160506821023,0.007837180481569736,0.0012541021429936393,0.0010647691809351637,65,2,3,0.013923794031143188,-0.9999999999999999,0.3333333333333333,0,5,nan,nan,0.0,nan,0.7826237921249264,0.011286651715636253,0.0007711855578236282,0.0,0.001723935129120946,-0.0007349093211814761,1.0,0.0007711855578236282,0.0001929869467858225,0.011286651715636253,0.013913363218307495,0.7826237921249264,0.11761376087345812,0,4,1,0.026999998837709427,1,0,1.6527553412386757,1.0313921948542148,0,0,0,0,-0.04377680306788534,0,0,0.0,0,inf,7,0.8571428571428571,0,0,6,0,0
5007,3,0,3,3aa746e57aa08052db4b24642492f0ae04fbadcdbc1af17b00e301790685d04d,85327ce11405b195585ae958b01b10b6afb74756d7c98175c161ae1fb0ffb096,1,0.0,0.2,-0.25,0,0,0,0.0,0.0,0.0,-0.00032873786403797567,0.00017131927597802132,0.012363946065306664,0.013093027286231518,0.7826237921249264,0.11761376087345812,0,0.0011860188096761703,0.001800847239792347,0.002130364766344428,0.5270462766947299,0.3614548502018726,0,1.0,0.0011860188096761703,0.001800847239792347,0.002130364766344428,0.5270462766947299,0.3614548502018726,0,1.0,0.003671221900731325,0.004401896148920059,0.007215936202555895,-0.31622776601683794,0.6041813035905923,0,0.0,0.0026642685491569643,0.003703444187466945,0.2520984044146056,0,0.0026642685491569643,0.003703444187466945,0.5765566601970551,1.1531133203941102,2,0.0036371572587925653,0.0047678968277815505,0.0008915074252293755,0.0010979999632090348,65,2,3,0.015865856781601906,-0.9999999999999999,0.6666666666666666,1,4,0.003575296280690688,nan,0.0,1.0,0.7826237921249264,0.012363946065306664,-0.00032873786403797567,0.5270462766947299,0.001800847239792347,0.0011860188096761703,1.0,-0.00032873786403797567,0.00017131927597802132,0.012363946065306664,0.013093027286231518,0.7826237921249264,0.11761376087345812,0,5,3,0.006000001914799213,1,0,6.10729748435883,5.28861723942728,0,0,0,0,-0.033098045736551285,0,0,0.0,0,inf,7,0.8571428571428571,6,0,6,0,0
