seed,state_idx,ego_id,neighbor_id,fixed_panel_step_index,fixed_panel_step_hash,fixed_panel_fingerprint,learned_score,oracle_score,learned_signed,learned_direction_row_aipw,oracle_signed,learned_range,oracle_range,oracle_q_nonconstant,oracle_q_distinct_levels,observed_action_probability,policy_support_entropy,valid_action_count,target_policy_l1_to_uniform,q_centered_rmse,q_centered_mae,abs_error,signed_error,capacity_abs_error,direction_abs_error,proxy_sigma,capacity_sigma,direction_sigma,dr_applied,learned_q_range,oracle_q_range_from_surface,capacity_head_q_range_consistency_abs,capacity_q_error_bound,capacity_q_error_bound_violation,direction_head_q_consistency_abs,oracle_direction_q_consistency_abs,oracle_argmax_action,oracle_argmin_action,learned_argmax_action,learned_argmin_action,oracle_argmax_count,oracle_argmin_count,oracle_extrema_unique,argmax_match,argmin_match,both_extrema_match,oracle_g_plus,oracle_g_minus,oracle_extrema_gap,extrema_gap_zero,q_raw_sup_error,q_gauge_shift_opt,q_gauge_sup_error,q_gauge_sup_error_check,lambda_C,lambda_C_raw,extrema_stability_certified,extrema_stability_violation,learned_direction_from_q,oracle_direction_from_q,direction_weight_l1,direction_q_error_bound,direction_sign_margin,lambda_D,direction_sign_match_from_q,direction_sign_certified,direction_sign_violation,oracle_capacity_rank,learned_capacity_rank,oracle_capacity_topk_member,learned_capacity_topk_member,oracle_capacity_margin_to_topk_boundary
5001,0,0,1,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.024594053626060486,0.0,-0.0024204084184020758,-0.0024204084184020758,0.0,0.024594053626060486,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.006462840112394657,0.0044191509771805545,0.024594053626060486,-0.0024204084184020758,0.024594053626060486,0.0024204084184020758,0.008241376839578152,0.012991884723305702,0.008241376839578152,0,0.024594053626060486,0.0,0.0,0.024594053626060486,0,1.4740863764003964e-09,0.0,0,0,7,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.018320919945836067,-0.006023893132805824,0.012297026813030243,0.012297026813030243,inf,inf,0,0,-0.002420409892488452,0.0,1.6615384505345263,0.020431982877103794,0.0,inf,0,0,0,3,1,0,1,0.029999999329447746
5001,0,0,2,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.019533559679985046,0.029999999329447746,0.002136342693120241,0.002136342693120241,0.0,0.019533559679985046,0.029999999329447746,1,3,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.006534180788578954,0.005292382857282839,0.0104664396494627,0.002136342693120241,0.0104664396494627,0.002136342693120241,0.009426449425518513,0.009339221753180027,0.009426449425518513,0,0.019533560145646334,0.029999999329447746,4.656612873077393e-10,0.021662276005372405,0,3.329473198879218e-10,0.0,10,11,7,12,1,1,1,0,0,0,0.014999999664723873,0.014999999664723873,0.014999999664723873,0,0.01754615013487637,-0.006715012132190168,0.010831138002686203,0.010831138002686203,0.7220758829854005,1.169743368470893,0,0,0.0021363423601729213,0.0,1.6615384505345263,0.01799635225450886,0.0,inf,0,0,0,1,3,1,0,0.0
5001,0,0,3,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.015510265715420246,0.0,-0.00480403658002615,-0.00480403658002615,0.0,0.015510265715420246,0.0,0,1,0.9076923131942749,0.2094469155167731,13,1.661538461366525,0.004628713594067728,0.003994785137123224,0.015510265715420246,-0.00480403658002615,0.015510265715420246,0.00480403658002615,0.006858793552964926,0.009522800333797932,0.006858793552964926,0,0.015510265715420246,0.0,0.0,0.015510265715420246,0,6.129498913640119e-10,0.0,0,0,10,8,13,13,0,1,1,1,0.0,0.0,0.0,1,0.012671018950641155,-0.004915886092931032,0.007755132857710123,0.007755132857710123,inf,inf,0,0,-0.004804037192976041,0.0,1.6615384522538923,0.012885451445422982,0.0,inf,0,0,0,4,5,0,0,0.029999999329447746
5001,0,0,4,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.016894124448299408,0.029999999329447746,-0.0003052190877497196,-0.0003052190877497196,0.0,0.016894124448299408,0.029999999329447746,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.00523534618087037,0.004445254112478103,0.013105874881148338,-0.0003052190877497196,0.013105874881148338,0.0003052190877497196,0.006726939231157303,0.011757001280784607,0.006726939231157303,0,0.016894124215468764,0.029999999329447746,2.3283064365386963e-10,0.015806224895641208,0,8.500492128769854e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.014999999664723873,0.014999999664723873,0.014999999664723873,0,0.013186339288949966,-0.005283226841129363,0.007903112447820604,0.007903112447820604,0.5268741749645958,0.879089305579175,0,0,-0.0003052199377989325,0.0,1.6615384505345263,0.013131325210951974,0.0,inf,0,0,0,2,4,0,0,0.0
5001,0,0,5,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.02184503898024559,0.0,-0.0007844830397516489,-0.0007844830397516489,0.0,0.02184503898024559,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.005303725649445596,0.003945044292820364,0.02184503898024559,-0.0007844830397516489,0.02184503898024559,0.0007844830397516489,0.005942473188042641,0.011087572202086449,0.005942473188042641,0,0.02184503898024559,0.0,0.0,0.02184503898024559,0,9.062333695963876e-11,0.0,0,0,7,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.019286464899778366,-0.008363945409655571,0.010922519490122795,0.010922519490122795,inf,inf,0,0,-0.0007844831303749859,0.0,1.6615384505345263,0.018148186109551795,0.0,inf,0,0,0,5,2,0,0,0.029999999329447746
5001,0,1,0,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.016637425869703293,0.0,0.0031069486867636442,0.0031069486867636442,-1.734723475976807e-18,0.016637425869703293,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004586694470571133,0.003485062007857562,0.016637425869703293,0.003106948686763646,0.016637425869703293,0.003106948686763646,0.004281423054635525,0.008144818246364594,0.004281423054635525,0,0.016637424938380718,0.0,9.313225746154785e-10,0.016637424938380718,0,2.4648248286157637e-11,1.734723475976807e-18,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.017879758961498737,0.009561046492308378,0.008318712469190359,0.008318712469190359,inf,inf,0,0,0.003106948662115396,-3.469446951953614e-18,1.6615384505345263,0.013821860626500792,3.469446951953614e-18,inf,0,0,0,3,3,0,0,0.029999999329447746
5001,0,1,2,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.019200323149561882,0.0,-0.008984443731606007,-0.008984443731606007,-1.734723475976807e-18,0.019200323149561882,0.0,0,1,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.005336205909698532,0.004085401476763144,0.019200323149561882,-0.008984443731606005,0.019200323149561882,0.008984443731606005,0.0034683055710047483,0.009313381277024746,0.0034683055710047483,0,0.01920032361522317,0.0,4.656612873077393e-10,0.01920032361522317,0,7.602323076616457e-10,0.0,0,0,6,4,13,13,0,1,1,1,0.0,0.0,0.0,1,0.019005959387868643,0.009405797580257058,0.009600161807611585,0.009600161807611585,inf,inf,0,0,-0.008984442971373699,-1.734723475976807e-18,1.6615384505345263,0.01595103797469969,1.734723475976807e-18,inf,0,0,0,4,2,0,0,0.029999999329447746
5001,0,1,3,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.016632799059152603,0.029999999329447746,-0.0024080390576273203,-0.0024080390576273203,-0.01349999962281436,0.016632799059152603,0.029999999329447746,1,3,0.9076923131942749,0.2094469155167731,13,1.661538461366525,0.004641511109995299,0.003531661964732514,0.013367200270295143,0.01109196056518704,0.013367200270295143,0.01109196056518704,0.007027425337582827,0.00830397941172123,0.007027425337582827,0,0.01663279812783003,0.029999999329447746,9.313225746154785e-10,0.017605342669412494,0,3.5619653494106673e-11,1.734723475976807e-18,10,11,10,12,1,1,1,1,0,0,0.014999999664723873,0.014999999664723873,0.014999999664723873,0,0.01115824724547565,0.002355575910769403,0.008802671334706247,0.008802671334706247,0.5868447687640859,0.7438831663254611,0,0,-0.002408039022007667,-0.013499999622814358,1.6615384522538923,0.014625976905167521,0.013499999622814358,1.083405726949082,1,0,0,1,4,1,0,0.017999999225139618
5001,0,1,4,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.01592722348868847,0.0,0.0033170876558870077,0.0033170876558870077,-1.734723475976807e-18,0.01592722348868847,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004458529434314029,0.0034552736885669314,0.01592722348868847,0.0033170876558870094,0.01592722348868847,0.0033170876558870094,0.004846316762268543,0.007451942190527916,0.004846316762268543,0,0.01592722348868847,0.0,0.0,0.01592722348868847,0,2.445005695302094e-10,1.734723475976807e-18,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.016751130111515522,0.008787518367171288,0.007963611744344234,0.007963611744344234,inf,inf,0,0,0.003317087411386438,-3.469446951953614e-18,1.6615384505345263,0.013231847118356276,3.469446951953614e-18,inf,0,0,0,5,5,0,0,0.029999999329447746
5001,0,1,5,0,70105539cf07d21a396a5265a501ba678bf245f57fe42cf53d0aded4b1346aae,3a7b5b63d4f5a16949cb0ae7bfac60846858d7f7dbcde2ae1a6b83830bf77e5e,0.02146889641880989,0.012000000104308128,0.0005435004713945091,0.0005435004713945091,1.734723475976807e-18,0.02146889641880989,0.012000000104308128,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004422593247849735,0.003566260957958166,0.009468896314501762,0.0005435004713945073,0.009468896314501762,0.0005435004713945073,0.006127378903329372,0.017123818397521973,0.006127378903329372,0,0.021468896884471178,0.012000000104308128,4.656612873077393e-10,0.015468896832317114,0,2.794142226619778e-10,1.734723475976807e-18,10,11,10,12,1,1,1,1,0,0,0.006000000052154064,0.006000000052154064,0.006000000052154064,0,0.015507457312196493,0.007773008896037936,0.007734448416158557,0.007734448416158557,1.2890747248213452,2.58457619623339,0,0,0.0005435001919802864,0.0,1.6615384505345263,0.012851083437123309,0.0,inf,0,0,0,2,1,0,1,0.017999999225139618
