seed,state_idx,ego_id,neighbor_id,learned_score,oracle_score,learned_signed,learned_direction_row_aipw,oracle_signed,learned_range,oracle_range,oracle_q_nonconstant,oracle_q_distinct_levels,observed_action_probability,policy_support_entropy,valid_action_count,target_policy_l1_to_uniform,q_centered_rmse,q_centered_mae,abs_error,signed_error,capacity_abs_error,direction_abs_error,proxy_sigma,capacity_sigma,direction_sigma,dr_applied,oracle_argmax_action,oracle_argmin_action,learned_argmax_action,learned_argmin_action,oracle_argmax_count,oracle_argmin_count,oracle_extrema_unique,argmax_match,argmin_match,both_extrema_match,oracle_g_plus,oracle_g_minus,oracle_extrema_gap,extrema_gap_zero,q_raw_sup_error,q_gauge_shift_opt,q_gauge_sup_error,q_gauge_sup_error_check,lambda_C,lambda_C_raw,extrema_stability_certified,extrema_stability_violation
3002,0,0,1,0.011881424114108086,0.0,-0.001778897363692522,-0.001778897363692522,0.0,0.011881424114108086,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.003569809252553917,0.0031264126321477207,0.011881424114108086,-0.001778897363692522,0.011881424114108086,0.001778897363692522,0.005366042256355286,0.006222947500646114,0.005366042256355286,0,0,0,10,4,13,13,0,1,1,1,0.0,0.0,0.0,1,0.006581455934792757,0.0006407438777387142,0.005940712057054043,0.005940712057054043,inf,inf,0,0
3002,0,0,2,0.013355012983083725,0.017999999225139618,0.0007142213289625943,0.0007142213289625943,0.0,0.013355012983083725,0.017999999225139618,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.00500253856107181,0.0042429471804523436,0.004644986242055893,0.0007142213289625943,0.004644986242055893,0.0007142213289625943,0.006906153168529272,0.005109765101224184,0.006906153168529272,0,10,11,12,1,1,1,1,0,0,0,0.008999999612569809,0.008999999612569809,0.008999999612569809,0,0.010352030745707452,0.0024246886023320258,0.007927342143375427,0.007927342143375427,0.8808158316255636,1.1502256879266233,0,0
3002,0,0,3,0.013705919496715069,0.017999999225139618,-0.0015710614388808608,-0.0015710614388808608,0.0,0.013705919496715069,0.017999999225139618,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004640688465799433,0.0038196800149889027,0.004294079728424549,-0.0015710614388808608,0.004294079728424549,0.0015710614388808608,0.006087200716137886,0.005439236294478178,0.006087200716137886,0,10,11,12,4,1,1,1,0,0,0,0.008999999612569809,0.008999999612569809,0.008999999612569809,0,0.014181703329086304,0.00601146393455565,0.008170239394530654,0.008170239394530654,0.9078044162490547,1.5757448821752715,0,0
3002,0,0,4,0.012920305132865906,0.035999998450279236,-0.0038216793909668922,-0.0038216793909668922,0.0,0.012920305132865906,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.006823879939371352,0.004799828579450941,0.02307969331741333,-0.0038216793909668922,0.02307969331741333,0.0038216793909668922,0.008576820604503155,0.007990416139364243,0.008576820604503155,0,10,11,12,4,1,1,1,0,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.01935109158512205,0.004304176138248295,0.015046915446873754,0.015046915446873754,0.8359397830339097,1.0750606898968882,0,0
3002,0,0,5,0.013645986095070839,0.0,0.004229338373988867,0.004229338373988867,0.0,0.013645986095070839,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004187044351101904,0.0037028224251547154,0.013645986095070839,0.004229338373988867,0.013645986095070839,0.004229338373988867,0.007447113282978535,0.003715302562341094,0.007447113282978535,0,0,0,10,4,13,13,0,1,1,1,0.0,0.0,0.0,1,0.00782460905611515,0.0010016162414103746,0.006822992814704776,0.006822992814704776,inf,inf,0,0
3002,0,1,0,0.013372577726840973,0.0,0.0012337068328633904,0.0012337068328633904,0.0,0.013372577726840973,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0039324409915973395,0.0033193844805895927,0.013372577726840973,0.0012337068328633904,0.013372577726840973,0.0012337068328633904,0.004036783240735531,0.009105267003178596,0.004036783240735531,0,0,0,12,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.008096146397292614,0.0014098573010414839,0.00668628909625113,0.00668628909625113,inf,inf,0,0
3002,0,1,2,0.011322339996695518,0.0,0.003211511531844735,0.003211511531844735,0.0,0.011322339996695518,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0032759605785436102,0.002659999168568881,0.011322339996695518,0.003211511531844735,0.011322339996695518,0.003211511531844735,0.005059177055954933,0.00811170693486929,0.005059177055954933,0,0,0,8,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0072699543088674545,-0.0016087843105196953,0.005661169998347759,0.005661169998347759,inf,inf,0,0
3002,0,1,3,0.009423764422535896,0.0,0.0026895387563854456,0.0026895387563854456,0.0,0.009423764422535896,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0028017416588884516,0.002471603859579687,0.009423764422535896,0.0026895387563854456,0.009423764422535896,0.0026895387563854456,0.0026244993787258863,0.006570742465555668,0.0026244993787258863,0,0,0,12,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.004985440522432327,-0.0002735585439950228,0.0047118819784373045,0.0047118819784373045,inf,inf,0,0
3002,0,1,4,0.012297737412154675,0.0,0.001318998634815216,0.001318998634815216,0.0,0.012297737412154675,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0031473223339822214,0.002384014488280525,0.012297737412154675,0.001318998634815216,0.012297737412154675,0.001318998634815216,0.004764587618410587,0.00701545923948288,0.004764587618410587,0,0,0,2,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.007061780896037817,-0.0009129121899604797,0.006148868706077337,0.006148868706077337,inf,inf,0,0
3002,0,1,5,0.017948530614376068,0.03599999938160181,0.0036232240963727236,0.0036232240963727236,0.0020769230167453096,0.017948530614376068,0.03599999938160181,1,4,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.011000044246908513,0.0062922402285039425,0.018051468767225742,0.001546301079627414,0.018051468767225742,0.001546301079627414,0.00729432562366128,0.0077712382189929485,0.00729432562366128,0,10,1,10,5,1,1,1,1,0,0,0.006000000052154064,0.023999999277293682,0.006000000052154064,0,0.038007416762411594,0.014054667204618454,0.02395274955779314,0.02395274955779314,3.9921248915979337,6.334569405339676,0,0
