seed,state_idx,ego_id,neighbor_id,learned_score,oracle_score,learned_signed,learned_direction_row_aipw,oracle_signed,learned_range,oracle_range,oracle_q_nonconstant,oracle_q_distinct_levels,observed_action_probability,policy_support_entropy,valid_action_count,target_policy_l1_to_uniform,q_centered_rmse,q_centered_mae,abs_error,signed_error,capacity_abs_error,direction_abs_error,proxy_sigma,capacity_sigma,direction_sigma,dr_applied,oracle_argmax_action,oracle_argmin_action,learned_argmax_action,learned_argmin_action,oracle_argmax_count,oracle_argmin_count,oracle_extrema_unique,argmax_match,argmin_match,both_extrema_match,oracle_g_plus,oracle_g_minus,oracle_extrema_gap,extrema_gap_zero,q_raw_sup_error,q_gauge_shift_opt,q_gauge_sup_error,q_gauge_sup_error_check,lambda_C,lambda_C_raw,extrema_stability_certified,extrema_stability_violation
3004,0,0,1,0.022539015859365463,0.04499999713152647,-0.000779569789301604,-0.000779569789301604,-0.024923074589039265,0.022539015859365463,0.04499999713152647,1,4,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.010190630758352272,0.007538919056043823,0.022460981272161007,0.02414350479973766,0.022460981272161007,0.02414350479973766,0.009875452145934105,0.013244780711829662,0.009875452145934105,0,10,2,12,6,1,1,1,0,0,0,0.014999999664723873,0.01499999687075615,0.01499999687075615,0,0.02566421777009964,-0.004765765741467476,0.020898452028632164,0.020898452028632164,1.3932304258926604,1.7109482082715866,0,0
3004,0,0,2,0.024970440194010735,0.012000001966953278,-0.0038046056870371103,-0.0038046056870371103,0.0,0.024970440194010735,0.012000001966953278,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.005749918150891033,0.004698230603919227,0.012970438227057457,-0.0038046056870371103,0.012970438227057457,0.0038046056870371103,0.012997673824429512,0.0075081223621964455,0.012997673824429512,0,10,11,7,11,1,1,1,0,1,0,0.006000000983476639,0.006000000983476639,0.006000000983476639,0,0.028947139158844948,0.019001788459718227,0.00994535069912672,0.00994535069912672,1.6575581781594957,4.824522402339978,0,0
3004,0,0,3,0.029967034235596657,0.035999998450279236,-0.005879643838852644,-0.005879643838852644,0.0,0.029967034235596657,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.008160478865806224,0.006366738663798958,0.006032964214682579,-0.005879643838852644,0.006032964214682579,0.005879643838852644,0.010109847411513329,0.01085466518998146,0.010109847411513329,0,10,11,7,6,1,1,1,0,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.03417622856795788,0.01919271145015955,0.014983517117798328,0.014983517117798328,0.8324176534892105,1.89867944662052,0,0
3004,0,0,4,0.0224724393337965,0.035999998450279236,-0.005691071972250938,-0.005691071972250938,0.0,0.0224724393337965,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.006698729328960347,0.005640666248530326,0.013527559116482735,-0.005691071972250938,0.013527559116482735,0.005691071972250938,0.013691010884940624,0.011760933324694633,0.013691010884940624,0,10,11,7,6,1,1,1,0,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.02812877483665943,0.016888697631657124,0.011240077205002308,0.011240077205002308,0.6244487604923841,1.5627097804189627,0,0
3004,0,0,5,0.02356586791574955,0.035999998450279236,-0.001312178559601307,-0.001312178559601307,0.0,0.02356586791574955,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0072230656522877055,0.005709754446378121,0.012434130534529686,-0.001312178559601307,0.012434130534529686,0.001312178559601307,0.008953070268034935,0.013328959234058857,0.008953070268034935,0,10,11,12,6,1,1,1,0,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.026780033484101295,0.01499709952622652,0.011782933957874775,0.011782933957874775,0.6546074702835649,1.487779702051269,0,0
3004,0,1,0,0.023138536140322685,0.044999998062849045,-0.0036139541771262884,-0.0036139541771262884,0.018692307086231603,0.023138536140322685,0.044999998062849045,1,4,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.017787062994171484,0.01525456916827422,0.02186146192252636,-0.022306261263357892,0.02186146192252636,0.022306261263357892,0.009078575298190117,0.018570126965641975,0.009078575298190117,0,1,11,7,4,4,1,0,0,0,0,0.0,0.014999998733401299,0.0,1,0.0316779650747776,-0.005108697339892387,0.026569267734885216,0.026569267734885216,inf,inf,0,0
3004,0,1,2,0.02084670215845108,0.011999998241662979,-0.006007468793541193,-0.006007468793541193,-3.469446951953614e-18,0.02084670215845108,0.011999998241662979,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.005320576266156366,0.004196081001906706,0.008846703916788101,-0.0060074687935411895,0.008846703916788101,0.0060074687935411895,0.008786570280790329,0.0122740613296628,0.008786570280790329,0,10,11,10,12,1,1,1,1,0,0,0.0059999991208314896,0.0059999991208314896,0.0059999991208314896,0,0.0191499013453722,0.00930196512490511,0.00984793622046709,0.00984793622046709,1.6413229439110897,3.191650691895164,0,0
3004,0,1,3,0.0286105964332819,0.036000000312924385,-0.01174867432564497,-0.01174867432564497,1.2895235226850765e-10,0.0286105964332819,0.036000000312924385,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.007711828990169696,0.005974690914815345,0.007389403879642487,-0.011748674454597322,0.007389403879642487,0.011748674454597322,0.00845408160239458,0.017943432554602623,0.00845408160239458,0,10,11,7,4,1,1,1,0,0,0,0.017999999225139618,0.018000001087784767,0.017999999225139618,0,0.02368382317945361,0.009378525195643306,0.014305297983810306,0.014305297983810306,0.7947388110901069,1.3157680110550063,0,0
3004,0,1,4,0.02277274988591671,0.036000000312924385,-0.008557696826756,-0.008557696826756,1.2895235226850765e-10,0.02277274988591671,0.036000000312924385,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.007549210669253857,0.006297628940827042,0.013227250427007675,-0.008557696955708353,0.013227250427007675,0.008557696955708353,0.008502732031047344,0.018854107707738876,0.008502732031047344,0,10,11,7,4,1,1,1,0,0,0,0.017999999225139618,0.018000001087784767,0.017999999225139618,0,0.02163618989288807,0.009750811383128166,0.011885378509759903,0.011885378509759903,0.6602988345221839,1.2020106013488034,0,0
3004,0,1,5,0.022036919370293617,0.036000000312924385,-0.00519054289907217,-0.00519054289907217,1.289523557379546e-10,0.022036919370293617,0.036000000312924385,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.007084711371538577,0.005972128592916493,0.013963080942630768,-0.005190543028024526,0.013963080942630768,0.005190543028024526,0.013855394907295704,0.012678437866270542,0.013855394907295704,0,10,11,10,4,1,1,1,1,0,0,0.017999999225139618,0.018000001087784767,0.017999999225139618,0,0.022949980571866035,0.011596925556659698,0.011353055015206337,0.011353055015206337,0.6307253057739105,1.2749989755451239,0,0
3004,0,2,0,0.02163572981953621,0.029999999329447746,-0.0013786348281428218,-0.0013786348281428218,0.0,0.02163572981953621,0.029999999329447746,1,3,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.004701699251391924,0.0036070461318822664,0.008364269509911537,-0.0013786348281428218,0.008364269509911537,0.0013786348281428218,0.009013633243739605,0.01296687126159668,0.009013633243739605,0,10,11,10,2,1,1,1,1,0,0,0.014999999664723873,0.014999999664723873,0.014999999664723873,0,0.014982729218900204,-0.006070591509342194,0.00891213770955801,0.00891213770955801,0.5941425272506544,0.9988486369193538,0,0
3004,0,2,1,0.02127542346715927,0.029999999329447746,-0.005907514598220587,-0.005907514598220587,0.0,0.02127542346715927,0.029999999329447746,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.004412303213283999,0.003688459179898691,0.008724575862288475,-0.005907514598220587,0.008724575862288475,0.005907514598220587,0.007929529994726181,0.013045177794992924,0.007929529994726181,0,10,11,10,2,1,1,1,1,0,0,0.014999999664723873,0.014999999664723873,0.014999999664723873,0,0.014505797065794468,-0.006487585138529539,0.008018211927264929,0.008018211927264929,0.534547473765729,0.9670531593349537,0,0
3004,0,2,3,0.020298011600971222,0.035999998450279236,-0.005183302331715822,-0.005183302331715822,0.0,0.020298011600971222,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.005463824695079792,0.004583917227546139,0.015701986849308014,-0.005183302331715822,0.015701986849308014,0.005183302331715822,0.008274215273559093,0.007487382274121046,0.008274215273559093,0,10,11,10,3,1,1,1,1,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.01383123453706503,-0.004432156216353178,0.009399078320711851,0.009399078320711851,0.5221710402956391,0.7684019518038477,0,0
3004,0,2,4,0.021455343812704086,0.035999998450279236,-0.0047553605400025845,-0.0047553605400025845,0.0,0.021455343812704086,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.00556760076281214,0.004352843628634186,0.01454465463757515,-0.0047553605400025845,0.01454465463757515,0.0047553605400025845,0.010240625590085983,0.010653959587216377,0.010240625590085983,0,10,11,10,2,1,1,1,1,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.015121222473680973,-0.004331502132117748,0.010789720341563225,0.010789720341563225,0.5994289336687199,0.8400679513675748,0,0
3004,0,2,5,0.020923558622598648,0.035999998450279236,-0.005751932505518198,-0.005751932505518198,0.0,0.020923558622598648,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.005056770569717226,0.004184391727042798,0.015076439827680588,-0.005751932505518198,0.015076439827680588,0.005751932505518198,0.00827526580542326,0.011151937767863274,0.00827526580542326,0,10,11,10,2,1,1,1,1,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.014825751073658466,-0.0054886979050934315,0.009337053168565035,0.009337053168565035,0.5187251983613689,0.8236528728819137,0,0
3004,1,0,1,0.02898991107940674,0.04500000085681677,-0.008773320354521275,-0.008773320354521275,0.0020769232101738415,0.02898991107940674,0.04500000085681677,1,4,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.009929165173512179,0.007918362034561895,0.01601008977741003,-0.010850243564695116,0.01601008977741003,0.010850243564695116,0.008042087778449059,0.0185360349714756,0.008042087778449059,0,10,1,12,11,1,1,1,0,0,0,0.014999999664723873,0.015000000596046448,0.014999999664723873,0,0.030311016365885735,0.014075623825192451,0.016235392540693283,0.016235392540693283,1.0823595269055062,2.0207344695593172,0,0
3004,1,0,2,0.028655441477894783,0.012000001035630703,-0.003662779927253723,-0.003662779927253723,6.44761778689773e-11,0.028655441477894783,0.012000001035630703,1,3,0.007692307233810425,0.20944694064039504,13,1.6615383533331063,0.007927522897685262,0.0060969830308792855,0.01665544044226408,-0.003662779991729901,0.01665544044226408,0.003662779991729901,0.004104008898139,0.01447997149080038,0.004104008898139,0,10,11,12,11,1,1,1,0,1,0,0.006000000052154064,0.006000000983476639,0.006000000052154064,0,0.02433226304128766,0.01073636137880385,0.013595901662483811,0.013595901662483811,2.2659835907172594,4.05537713829721,0,0
3004,1,0,3,0.03660248965024948,0.035999998450279236,-0.00959810707718134,-0.00959810707718134,-0.016199999212101107,0.03660248965024948,0.035999998450279236,1,3,0.9076923131942749,0.2094469155167731,13,1.661538461366525,0.010759263985073432,0.008438191536439241,0.0006024911999702454,0.006601892134919768,0.0006024911999702454,0.006601892134919768,0.012315701693296432,0.01723133958876133,0.012315701693296432,0,10,11,12,4,1,1,1,0,0,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.020438313484191895,-0.0021370695903897285,0.018301243893802166,0.018301243893802166,1.0167358156461372,1.135461909112019,0,0
3004,1,0,4,0.027095580473542213,0.035999998450279236,0.000820765970274806,0.000820765970274806,-3.469446951953614e-18,0.027095580473542213,0.035999998450279236,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.008027911077678236,0.006528385749538622,0.008904417976737022,0.0008207659702748095,0.008904417976737022,0.0008207659702748095,0.004463442601263523,0.018264271318912506,0.004463442601263523,0,10,11,12,11,1,1,1,0,1,0,0.017999999225139618,0.017999999225139618,0.017999999225139618,0,0.02178091020323336,0.00840556446928531,0.013375345733948052,0.013375345733948052,0.7430747949848484,1.2100506189363136,0,0
3004,1,0,5,0.02957167848944664,0.04800000041723251,-0.009091203100979328,-0.009091203100979328,0.0020769231456976636,0.02957167848944664,0.04800000041723251,1,4,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.012507811751248382,0.010036864395104568,0.018428321927785873,-0.011168126246676992,0.018428321927785873,0.011168126246676992,0.007811784278601408,0.018229713663458824,0.007811784278601408,0,10,3,12,2,1,1,1,0,0,0,0.017999999225139618,0.012000001966953278,0.012000001966953278,0,0.040546303149312735,0.018994797952473164,0.02155150519683957,0.02155150519683957,1.795958472022764,3.3788580419380696,0,0
