checkpoint,n_seeds,q_normalized_rmse_mean,q_normalized_rmse_median,q_within_state_spearman_mean,q_within_state_spearman_median,capacity_active_spearman_mean,capacity_active_spearman_median,direction_active_spearman_mean,direction_active_spearman_median,direction_sign_agreement_mean,direction_sign_agreement_median,q_gauge_sup_error_median_mean,q_gauge_sup_error_median_median,lambda_C_median_unique_mean,lambda_C_median_unique_median,local_certified_fraction_unique_mean,local_certified_fraction_unique_median,local_extrema_swap_rate_unique_mean,local_extrema_swap_rate_unique_median,capacity_mae_mean,capacity_mae_median,capacity_q_error_bound_violation_count_mean,capacity_q_error_bound_violation_count_median,topk_match_rate_mean,topk_match_rate_median,topk_q_certified_rate_mean,topk_q_certified_rate_median,topk_q_certified_violation_count_mean,topk_q_certified_violation_count_median,topk_interval_certified_rate_mean,topk_interval_certified_rate_median,lambda_topk_Q_median_mean,lambda_topk_Q_median_median,oracle_topk_gap_median_mean,oracle_topk_gap_median_median,strict_relation_pair_order_accuracy_mean,strict_relation_pair_order_accuracy_median,direction_sign_certified_fraction_mean,direction_sign_certified_fraction_median,direction_sign_certified_violation_count_mean,direction_sign_certified_violation_count_median,lambda_D_median_mean,lambda_D_median_median,local_theorem_violation_count_mean,local_theorem_violation_count_median
320,5,0.8864365100580447,0.8780690757694242,0.5837945037199269,0.5787116643590408,0.3562819988189895,0.44088345560692715,0.3855137697352937,0.4197929282161348,0.903913043478261,0.9130434782608695,0.004121315760130461,0.00382767539122135,0.4291806429177115,0.4153962072436047,0.6118522790803296,0.6126760563380281,0.29625031727885204,0.28169014084507044,0.010299776719960647,0.009851720387814518,0.0,0.0,0.675,0.7222222222222222,0.12777777777777777,0.1388888888888889,0.0,0.0,0.02777777777777778,0.0,3.2371320595625717,2.5431990690809703,0.01050000065006312,0.0120000001043081,0.9189478296336919,0.914,0.050555555555555555,0.058333333333333334,0.0,0.0,12.178905693095972,13.710988526291892,0.0,0.0
