seed,state_idx,ego_id,neighbor_id,fixed_panel_step_index,fixed_panel_step_hash,fixed_panel_fingerprint,learned_score,oracle_score,learned_signed,learned_direction_row_aipw,oracle_signed,learned_range,oracle_range,oracle_q_nonconstant,oracle_q_distinct_levels,observed_action_probability,policy_support_entropy,valid_action_count,target_policy_l1_to_uniform,q_centered_rmse,q_centered_mae,abs_error,signed_error,capacity_abs_error,direction_abs_error,proxy_sigma,capacity_sigma,direction_sigma,dr_applied,learned_q_range,oracle_q_range_from_surface,capacity_head_q_range_consistency_abs,capacity_q_error_bound,capacity_q_error_bound_violation,direction_head_q_consistency_abs,oracle_direction_q_consistency_abs,oracle_argmax_action,oracle_argmin_action,learned_argmax_action,learned_argmin_action,oracle_argmax_count,oracle_argmin_count,oracle_extrema_unique,argmax_match,argmin_match,both_extrema_match,oracle_g_plus,oracle_g_minus,oracle_extrema_gap,extrema_gap_zero,q_raw_sup_error,q_gauge_shift_opt,q_gauge_sup_error,q_gauge_sup_error_check,lambda_C,lambda_C_raw,extrema_stability_certified,extrema_stability_violation,learned_direction_from_q,oracle_direction_from_q,direction_weight_l1,direction_q_error_bound,direction_sign_margin,lambda_D,direction_sign_match_from_q,direction_sign_certified,direction_sign_violation,oracle_capacity_rank,learned_capacity_rank,oracle_capacity_topk_member,learned_capacity_topk_member,oracle_capacity_margin_to_topk_boundary,checkpoint,experiment_seed
3002,0,0,5,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0180639587342739,0.0419999994337558,0.0005083740106783,0.0005083740106783,0.0020769230167453,0.0180639587342739,0.0419999994337558,1,4,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0085064175396874,0.004856446474796,0.0239360406994819,-0.0015685490060669,0.0239360406994819,0.0015685490060669,0.002471501706168,0.0043357266113162,0.002471501706168,0,0.0180639578029513,0.0419999994337558,9.313225746154783e-10,0.0328855011612176,0,9.985721949844205e-11,0.0,10,1,10,11,1,1,1,1,0,0,0.0120000001043081,0.0179999992251396,0.0120000001043081,0,0.0412834113230928,0.024840660742484,0.0164427505806088,0.0164427505806088,1.3702292031402334,3.4402842470202724,0,0,0.0005083739108211,0.0020769230167453,1.6615384505345263,0.0273202623222305,0.0020769230167453,13.154200758506375,1,0,0,1,2,1,0,0.0060000009834766,320,3002
3002,0,1,0,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0042400378733873,0.0,0.0020694432314485,0.0020694432314485,0.0,0.0042400378733873,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0012609033707375,0.001109039862833,0.0042400378733873,0.0020694432314485,0.0042400378733873,0.0020694432314485,0.0023460721131414,0.0032770487014204,0.0023460721131414,0,0.0042400378733873,0.0,0.0,0.0042400378733873,0,6.119010350497112e-10,1.734723475976807e-18,0,0,1,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.005053985863924,-0.0029339669272303,0.0021200189366936,0.0021200189366936,inf,inf,0,0,0.0020694426195474,1.734723475976807e-18,1.6615384505345263,0.0035224929791778,1.734723475976807e-18,inf,0,0,0,3,5,0,0,0.0300000002607703,320,3002
3002,0,1,2,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0049101188778877,0.0,0.0001641578710405,0.0001641578710405,0.0,0.0049101188778877,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0014047152608891,0.0011352015626148,0.0049101188778877,0.0001641578710405,0.0049101188778877,0.0001641578710405,0.0012059740256518,0.0030292051378637,0.0012059740256518,0,0.0049101188778877,0.0,0.0,0.0049101188778877,0,1.522321992422637e-09,1.734723475976807e-18,0,0,6,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0058432109653949,-0.0033881515264511,0.0024550594389438,0.0024550594389438,inf,inf,0,0,0.0001641563487185,1.734723475976807e-18,1.6615384505345263,0.0040791756561529,1.734723475976807e-18,inf,0,0,0,4,3,0,0,0.0300000002607703,320,3002
3002,0,1,3,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0168550517410039,0.0300000002607703,0.0006858119741082,0.0006858119741082,6.447617786897729e-11,0.0168550517410039,0.0300000002607703,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.002929519555178,0.0019975152726356,0.0131449485197663,0.000685811909632,0.0131449485197663,0.000685811909632,0.0010483424412086,0.0033521396107971,0.0010483424412086,0,0.0168550517410039,0.0300000002607703,0.0,0.0131449485197663,0,1.2706535615358836e-09,3.469446951953614e-18,10,11,10,11,1,1,1,1,1,1,0.0149999996647238,0.0150000005960464,0.0149999996647238,0,0.0110853509977459,-0.0045128767378628,0.0065724742598831,0.0065724742598831,0.4381649604526277,0.7390234163681932,1,0,0.0006858132447617,6.447618133842424e-11,1.6615384505345263,0.0109204186979443,6.447618133842424e-11,169371362.7459566,1,0,0,1,1,1,1,0.0120000010356307,320,3002
3002,0,1,4,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0126988664269447,0.0179999992251396,-0.0011609848588705,-0.0011609848588705,0.0,0.0126988664269447,0.0179999992251396,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0017568656270779,0.0012747187101276,0.0053011327981948,-0.0011609848588705,0.0053011327981948,0.0011609848588705,0.0030957306735217,0.0039332741871476,0.0030957306735217,0,0.0126988664269447,0.0179999992251396,0.0,0.0067780669778585,0,2.342109580930063e-09,1.734723475976807e-18,10,11,10,11,1,1,1,1,1,1,0.0089999996125698,0.0089999996125698,0.0089999996125698,0,0.00924614071846,-0.0058571072295308,0.0033890334889292,0.0033890334889292,0.3765592927577456,1.0273490129429008,1,0,-0.00116098720098,1.734723475976807e-18,1.6615384505345263,0.0056310094520051,1.734723475976807e-18,inf,0,0,0,2,2,0,0,0.0120000010356307,320,3002
3002,0,1,5,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0047116316854953,0.0,0.0014079227112233,0.0014079227112233,0.0,0.0047116316854953,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0014283521415519,0.0013055959881762,0.0047116316854953,0.0014079227112233,0.0047116316854953,0.0014079227112233,0.0017957299714908,0.0025291324127465,0.0017957299714908,0,0.0047116316854953,0.0,0.0,0.0047116316854953,0,1.936445621908422e-09,1.734723475976807e-18,0,0,1,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0056430716067552,-0.0032872557640075,0.0023558158427476,0.0023558158427476,inf,inf,0,0,0.0014079207747777,1.734723475976807e-18,1.6615384505345263,0.0039142786051036,1.734723475976807e-18,inf,0,0,0,5,4,0,0,0.0300000002607703,320,3002
3002,0,2,0,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0156305059790611,0.0120000001043081,-8.87762289494276e-05,-8.87762289494276e-05,0.0,0.0156305059790611,0.0120000001043081,1,3,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.001385641301021,0.0009200933014632,0.0036305058747529,-8.87762289494276e-05,0.0036305058747529,8.87762289494276e-05,0.0017244520131498,0.0040898895822465,0.0017244520131498,0,0.0156305052805691,0.0120000001043081,6.984919309616089e-10,0.0054332877043634,0,2.5311963853039127e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.006000000052154,0.006000000052154,0.006000000052154,0,0.0074708433821797,0.004754199529998,0.0027166438521817,0.0027166438521817,0.452773971427955,1.2451405528734327,1,0,-8.877597582978907e-05,0.0,1.6615384505345263,0.0045138082168081,0.0,inf,0,0,0,2,2,0,0,0.0120000001043081,320,3002
3002,0,2,1,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0096984487026929,0.0,-0.0011995284585282,-0.0011995284585282,0.0,0.0096984487026929,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0023374366756652,0.0013050011706334,0.0096984487026929,-0.0011995284585282,0.0096984487026929,0.0011995284585282,0.0018915891414508,0.0038748837541788,0.0018915891414508,0,0.0096984491683542,0.0,4.656612873077393e-10,0.0096984491683542,0,2.5152083605976816e-10,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0112982215359807,0.0064489969518035,0.0048492245841771,0.0048492245841771,inf,inf,0,0,-0.0011995282070073,0.0,1.6615384505345263,0.0080571731018876,0.0,inf,0,0,0,3,3,0,0,0.0240000002086162,320,3002
3002,0,2,3,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0078957397490739,0.0,-0.0012983280466869,-0.0012983280466869,0.0,0.0078957397490739,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0018803092811859,0.0010683509023838,0.0078957397490739,-0.0012983280466869,0.0078957397490739,0.0012983280466869,0.0016655854415148,0.0038981211837381,0.0016655854415148,0,0.0078957398072816,0.0,5.820766091346741e-11,0.0078957398072816,0,5.8116446117334464e-11,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0087641179561614,0.0048162480525206,0.0039478699036408,0.0039478699036408,inf,inf,0,0,-0.0012983281048033,0.0,1.6615384505345263,0.0065595376426072,0.0,inf,0,0,0,4,4,0,0,0.0240000002086162,320,3002
3002,0,2,4,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0074653611518442,0.0,-0.0008244505152106,-0.0008244505152106,0.0,0.0074653611518442,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0017492274237955,0.0010596378182871,0.0074653611518442,-0.0008244505152106,0.0074653611518442,0.0008244505152106,0.0026692748069763,0.0032712344545871,0.0026692748069763,0,0.0074653611518442,0.0,0.0,0.0074653611518442,0,2.0605267383837222e-10,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0087143443524837,0.0049816637765616,0.0037326805759221,0.0037326805759221,inf,inf,0,0,-0.0008244503091579,0.0,1.6615384505345263,0.0062019923004579,0.0,inf,0,0,0,5,5,0,0,0.0240000002086162,320,3002
3002,0,2,5,0,454323584c7802ac9fea4e835dde34456fcdf7e642be0f857290186cd4ba5b9d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0163476914167404,0.0240000002086162,-0.0004042497312184,-0.0004042497312184,0.0,0.0163476914167404,0.0240000002086162,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0019666444547002,0.0010963275990057,0.0076523087918758,-0.0004042497312184,0.0076523087918758,0.0004042497312184,0.0024289407301694,0.0053612398914992,0.0024289407301694,0,0.016347691649571,0.0240000002086162,2.3283064365386963e-10,0.0080723782302811,0,4.254563422487895e-11,0.0,10,11,10,11,1,1,1,1,1,1,0.0120000001043081,0.0120000001043081,0.0120000001043081,0,0.0091974146198481,0.0051612255047075,0.0040361891151405,0.0040361891151405,0.3363490900047202,0.7664512116584201,1,0,-0.000404249773764,0.0,1.6615384505345263,0.006706283408435,0.0,inf,0,0,0,1,1,1,1,0.0120000001043081,320,3002
3002,1,0,1,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0073780929669737,0.0,-0.0006021420122124,-0.0006021420122124,0.0,0.0073780929669737,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0017499742722111,0.0011812266683586,0.0073780929669737,-0.0006021420122124,0.0073780929669737,0.0006021420122124,0.0016519592609256,0.0034776446409523,0.0016519592609256,0,0.0073780927341431,0.0,2.3283064365386963e-10,0.0073780927341431,0,2.3883335218376206e-10,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0038633495569229,0.0001743031898513,0.0036890463670715,0.0036890463670715,inf,inf,0,0,-0.000602141773379,0.0,1.6615384505345263,0.0061294923846941,0.0,inf,0,0,0,3,3,0,0,0.0359999984502792,320,3002
3002,1,0,2,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0190201327204704,0.0359999984502792,-0.0002982435689773,-0.0002982435689773,0.0,0.0190201327204704,0.0359999984502792,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0034364088764401,0.0018274349454286,0.0169798657298088,-0.0002982435689773,0.0169798657298088,0.0002982435689773,0.001712501863949,0.0053682602010667,0.001712501863949,0,0.0190201327204704,0.0359999984502792,0.0,0.0169798657298088,0,1.1342327034188915e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.0179999992251396,0.0179999992251396,0.0179999992251396,0,0.0096879079937934,0.001197975128889,0.0084899328649044,0.0084899328649044,0.4716629572431857,0.5382171339353679,1,0,-0.000298243455554,0.0,1.6615384505345263,0.0141063498974954,0.0,inf,0,0,0,1,1,1,1,0.0119999982416629,320,3002
3002,1,0,3,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0069948844611644,0.0,-0.0010759375290945,-0.0010759375290945,0.0,0.0069948844611644,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0016857491637295,0.0012216509385971,0.0069948844611644,-0.0010759375290945,0.0069948844611644,0.0010759375290945,0.0010728932684287,0.0045241732150316,0.0010728932684287,0,0.0069948846939951,0.0,2.3283064365386963e-10,0.0069948846939951,0,3.4055318027387255e-10,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0050235395319759,-0.0015260971849784,0.0034974423469975,0.0034974423469975,inf,inf,0,0,-0.0010759378696476,0.0,1.6615384505345263,0.0058111349380641,0.0,inf,0,0,0,4,5,0,0,0.0359999984502792,320,3002
3002,1,0,4,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0071339616551995,0.0,0.0003527800145093,0.0003527800145093,0.0,0.0071339616551995,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0016394553471176,0.0012349339027078,0.0071339616551995,0.0003527800145093,0.0071339616551995,0.0003527800145093,0.0008685264619998,0.004165656864643,0.0008685264619998,0,0.0071339616551995,0.0,0.0,0.0071339616551995,0,2.1411422981842954e-12,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0045893713831901,-0.0010223905555903,0.0035669808275997,0.0035669808275997,inf,inf,0,0,0.0003527800166504,0.0,1.6615384505345263,0.0059266757973764,0.0,inf,0,0,0,5,4,0,0,0.0359999984502792,320,3002
3002,1,0,5,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0162436831742525,0.0240000002086162,-0.0007198448292911,-0.0007198448292911,0.0,0.0162436831742525,0.0240000002086162,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0018345071328448,0.0011076073101294,0.0077563170343637,-0.0007198448292911,0.0077563170343637,0.0007198448292911,0.0012931642122566,0.0049775745719671,0.0012931642122566,0,0.0162436836399137,0.0240000002086162,4.656612873077393e-10,0.0077563165687024,0,1.5105008520019392e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.0120000001043081,0.0120000001043081,0.0120000001043081,0,0.005783834028989,0.0019056757446378,0.0038781582843512,0.0038781582843512,0.3231798542200786,0.4819861648928334,1,0,-0.0007198449803411,0.0,1.6615384505345263,0.0064437091067085,0.0,inf,0,0,0,2,2,0,0,0.0119999982416629,320,3002
3002,1,1,0,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0039545707404613,0.0,-0.0012021391885355,-0.0012021391885355,0.0,0.0039545707404613,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0009268301403663,0.0006478964874642,0.0039545707404613,-0.0012021391885355,0.0039545707404613,0.0012021391885355,0.0012621339410543,0.0028304543811827,0.0012621339410543,0,0.0039545707404613,0.0,0.0,0.0039545707404613,0,2.5531627159680603e-10,4.336808689942019e-19,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0038987649604678,-0.0019214795902371,0.0019772853702306,0.0019772853702306,inf,inf,0,0,-0.0012021394438517,4.336808689942019e-19,1.6615384505345263,0.0032853356703176,4.336808689942019e-19,inf,0,0,0,3,5,0,0,0.0299999993294477,320,3002
3002,1,1,2,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0068563525564968,0.0,0.0001243630686076,0.0001243630686076,0.0,0.0068563525564968,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0015978718338442,0.0010301756931568,0.0068563525564968,0.0001243630686076,0.0068563525564968,0.0001243630686076,0.002084509236738,0.0024278340861201,0.002084509236738,0,0.0068563525564968,0.0,0.0,0.0068563525564968,0,2.2402761503531599e-10,4.336808689942019e-19,0,0,10,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0067342892289161,-0.0033061129506677,0.0034281762782484,0.0034281762782484,inf,inf,0,0,0.00012436284458,4.336808689942019e-19,1.6615384505345263,0.0056960467015201,4.336808689942019e-19,inf,0,0,0,4,3,0,0,0.0299999993294477,320,3002
3002,1,1,3,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0182447284460067,0.0299999993294477,0.001139229745604,0.001139229745604,0.0,0.0182447284460067,0.0299999993294477,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0024194256582813,0.0014984692342182,0.0117552708834409,0.001139229745604,0.0117552708834409,0.001139229745604,0.0021032183431088,0.0051259300671517,0.0021032183431088,0,0.0182447275146842,0.0299999993294477,9.313225746154783e-10,0.0117552718147635,0,1.5978024068760702e-10,8.673617379884035e-19,10,11,10,11,1,1,1,1,1,1,0.0149999996647238,0.0149999996647238,0.0149999996647238,0,0.0076642977073788,-0.001786661799997,0.0058776359073817,0.0058776359073817,0.3918424025838117,0.5109531919126181,1,0,0.0011392295858238,8.673617379884035e-19,1.6615384505345263,0.0097659180583572,8.673617379884035e-19,inf,0,0,0,1,1,1,1,0.0120000001043081,320,3002
3002,1,1,4,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0164383985102176,0.0179999992251396,0.0004764275799971,0.0004764275799971,0.0,0.0164383985102176,0.0179999992251396,1,3,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0007710347458147,0.0006621460810568,0.0015616007149219,0.0004764275799971,0.0015616007149219,0.0004764275799971,0.0019322315929457,0.003579004202038,0.0019322315929457,0,0.0164383980445563,0.0179999992251396,4.656612873077393e-10,0.0023258049041032,0,2.713582453357788e-10,4.336808689942019e-19,10,11,10,11,1,1,1,1,1,1,0.0089999996125698,0.0089999996125698,0.0089999996125698,0,0.003736407496035,-0.0025735050439834,0.0011629024520516,0.0011629024520516,0.1292113891235592,0.4151564063199138,1,0,0.0004764273086388,4.336808689942019e-19,1.6615384505345263,0.0019322071383046,4.336808689942019e-19,inf,0,0,0,2,2,0,0,0.0120000001043081,320,3002
3002,1,1,5,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0043020178563892,0.0,-4.269881173968315e-05,-4.269881173968315e-05,0.0,0.0043020178563892,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0010925092952956,0.0007208019010061,0.0043020178563892,-4.269881173968315e-05,0.0043020178563892,4.269881173968315e-05,0.0021131597459316,0.0033011049963533,0.0021131597459316,0,0.0043020178563892,0.0,0.0,0.0043020178563892,0,2.0445734645255231e-10,4.336808689942019e-19,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0034741386771202,-0.0013231297489255,0.0021510089281946,0.0021510089281946,inf,inf,0,0,-4.26986072823367e-05,4.336808689942019e-19,1.6615384505345263,0.0035739840416384,4.336808689942019e-19,inf,0,0,0,5,4,0,0,0.0299999993294477,320,3002
3002,1,2,0,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0148792602121829,0.0120000001043081,-0.0001780811726348,-0.0001780811726348,0.0,0.0148792602121829,0.0120000001043081,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0009727725198527,0.000594803866375,0.0028792601078748,-0.0001780811726348,0.0028792601078748,0.0001780811726348,0.0016426390502601,0.0062268851324915,0.0016426390502601,0,0.0148792602121829,0.0120000001043081,0.0,0.0038949433583184,0,1.5608624007006078e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.006000000052154,0.006000000052154,0.006000000052154,0,0.0038193324580788,0.0018718607789196,0.0019474716791592,0.0019474716791592,0.3245786103718522,0.6365554041466517,1,0,-0.000178081328721,0.0,1.6615384505345263,0.00323579907625,0.0,inf,0,0,0,2,2,0,0,0.0120000001043081,320,3002
3002,1,2,1,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0080644767731428,0.0,-0.0007640395197086,-0.0007640395197086,0.0,0.0080644767731428,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.001891060833777,0.0010756440784763,0.0080644767731428,-0.0007640395197086,0.0080644767731428,0.0007640395197086,0.0016969136195257,0.004850345198065,0.0016969136195257,0,0.0080644763074815,0.0,4.656612873077393e-10,0.0080644763074815,0,1.55437986266993e-10,0.0,0,0,10,11,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0068961605429649,0.0028639223892241,0.0040322381537407,0.0040322381537407,inf,inf,0,0,-0.0007640393642706,0.0,1.6615384505345263,0.0066997187341526,0.0,inf,0,0,0,3,3,0,0,0.0240000002086162,320,3002
3002,1,2,3,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.006627450697124,0.0,0.0001921421353472,0.0001921421353472,0.0,0.006627450697124,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0015935292876869,0.0009397945415708,0.006627450697124,0.0001921421353472,0.006627450697124,0.0001921421353472,0.0015517754945904,0.0037987814284861,0.0015517754945904,0,0.0066274507553316,0.0,5.820766091346741e-11,0.0066274507553316,0,1.2404186965769834e-10,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0059280968271195,0.0026143714494537,0.0033137253776658,0.0033137253776658,inf,inf,0,0,0.0001921422593891,0.0,1.6615384505345263,0.0055058821295038,0.0,inf,0,0,0,4,4,0,0,0.0240000002086162,320,3002
3002,1,2,4,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0064959288574755,0.0,-7.08597362972796e-05,-7.08597362972796e-05,0.0,0.0064959288574755,0.0,0,1,0.0076923072338104,0.209446940640395,13,1.661538353333106,0.0015454796866414,0.0009124302777142,0.0064959288574755,-7.08597362972796e-05,0.0064959288574755,7.08597362972796e-05,0.0010790863307192,0.0041080713272094,0.0010790863307192,0,0.006495928944787,0.0,8.731149137020111e-11,0.006495928944787,0,1.2291624640857479e-11,0.0,0,0,10,7,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0061894804239273,0.0029415159515338,0.0032479644723935,0.0032479644723935,inf,inf,0,0,-7.085974858890424e-05,0.0,1.6615384505345263,0.0053966178568518,0.0,inf,0,0,0,5,5,0,0,0.0240000002086162,320,3002
3002,1,2,5,1,311f58b987cecd488c314f4e3ca4cb33e2cf4927fd590398c718efe02ac9808d,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0149879567325115,0.0240000002086162,-0.0001055435786838,-0.0001055435786838,0.0,0.0149879567325115,0.0240000002086162,1,3,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0019139221046201,0.0009935375973968,0.0090120434761047,-0.0001055435786838,0.0090120434761047,0.0001055435786838,0.0021815511863678,0.0062489272095263,0.0021815511863678,0,0.0149879567325115,0.0240000002086162,0.0,0.0090120434761047,0,1.1745012200217037e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.0120000001043081,0.0120000001043081,0.0120000001043081,0,0.0059743430465459,0.0014683213084936,0.0045060217380523,0.0045060217380523,0.3755018082403731,0.4978619162179115,1,0,-0.0001055434612337,0.0,1.6615384505345263,0.0074869283767184,0.0,inf,0,0,0,1,1,1,1,0.0120000001043081,320,3002
3002,2,0,1,2,574a855f9a967349fe9e01d25659b3b77e2bf9b10b59c2d5c7e127b9ac117de8,0bc601d8605a9532d518cc9ec06d7054f26c5dc8b8d4b9e7a46288d2e669208a,0.0106886494904756,0.0,-0.0001000332194962,-0.0001000332194962,0.0,0.0106886494904756,0.0,0,1,0.9076921939849854,0.209446940640395,13,1.661538353333106,0.0026991175513572,0.0018283274247222,0.0106886494904756,-0.0001000332194962,0.0106886494904756,0.0001000332194962,0.0016353382961824,0.0030803068075329,0.0016353382961824,0,0.0106886499561369,0.0,4.656612873077393e-10,0.0106886499561369,0,1.6845726896752566e-10,0.0,0,0,10,1,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0055173635482788,0.0001730385702103,0.0053443249780684,0.0053443249780684,inf,inf,0,0,-0.0001000330510389,0.0,1.6615384505345263,0.0088798014432128,0.0,inf,0,0,0,3,3,0,0,0.0479999985545873,320,3002
