seed,state_idx,ego_id,neighbor_id,fixed_panel_step_index,fixed_panel_step_hash,fixed_panel_fingerprint,learned_score,oracle_score,learned_signed,learned_direction_row_aipw,oracle_signed,learned_range,oracle_range,oracle_q_nonconstant,oracle_q_distinct_levels,observed_action_probability,policy_support_entropy,valid_action_count,target_policy_l1_to_uniform,q_centered_rmse,q_centered_mae,abs_error,signed_error,capacity_abs_error,direction_abs_error,proxy_sigma,capacity_sigma,direction_sigma,dr_applied,learned_q_range,oracle_q_range_from_surface,capacity_head_q_range_consistency_abs,capacity_q_error_bound,capacity_q_error_bound_violation,direction_head_q_consistency_abs,oracle_direction_q_consistency_abs,oracle_argmax_action,oracle_argmin_action,learned_argmax_action,learned_argmin_action,oracle_argmax_count,oracle_argmin_count,oracle_extrema_unique,argmax_match,argmin_match,both_extrema_match,oracle_g_plus,oracle_g_minus,oracle_extrema_gap,extrema_gap_zero,q_raw_sup_error,q_gauge_shift_opt,q_gauge_sup_error,q_gauge_sup_error_check,lambda_C,lambda_C_raw,extrema_stability_certified,extrema_stability_violation,learned_direction_from_q,oracle_direction_from_q,direction_weight_l1,direction_q_error_bound,direction_sign_margin,lambda_D,direction_sign_match_from_q,direction_sign_certified,direction_sign_violation,oracle_capacity_rank,learned_capacity_rank,oracle_capacity_topk_member,learned_capacity_topk_member,oracle_capacity_margin_to_topk_boundary
3004,0,0,1,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.005072022322565317,0.0,-0.0005734427249990404,-0.0005734427249990404,0.0,0.005072022322565317,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0013064945702653513,0.000997377547283313,0.005072022322565317,-0.0005734427249990404,0.005072022322565317,0.0005734427249990404,0.0021015526726841927,0.0034900056198239326,0.0021015526726841927,0,0.005072022322565317,0.0,0.0,0.005072022322565317,0,4.937969391022312e-11,3.469446951953614e-18,0,0,12,0,13,13,0,1,1,1,0.0,0.0,0.0,1,0.03146701352670789,0.02893100236542523,0.0025360111612826586,0.0025360111612826586,inf,inf,0,0,-0.0005734427743787343,-3.469446951953614e-18,1.6615384505345263,0.0042136800554558535,3.469446951953614e-18,inf,0,0,0,4,4,0,0,0.03599999938160181
3004,0,0,2,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.01424670685082674,0.03599999938160181,0.0002897450758609921,0.0002897450758609921,0.0020769230167453096,0.01424670685082674,0.03599999938160181,1,4,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.008431005650912453,0.004452180828259893,0.02175329253077507,-0.0017871779408843175,0.02175329253077507,0.0017871779408843175,0.0016551035223528743,0.0064148916862905025,0.0016551035223528743,0,0.01424670685082674,0.03599999938160181,0.0,0.03386546589899808,0,1.5613727975469227e-10,4.336808689942018e-19,10,1,10,11,1,1,1,1,0,0,0.006000000052154064,0.023999999277293682,0.006000000052154064,0,0.028243604232557118,0.011310871283058077,0.01693273294949904,0.01693273294949904,2.8221221337189837,4.707267331175666,0,0,0.00028974523199827183,0.002076923016745309,1.6615384505345263,0.028134386868225555,0.002076923016745309,13.546186662380103,1,0,0,1,3,1,0,0.006000000983476639
3004,0,0,3,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.0046559469774365425,0.0,-0.0003462923632469028,-0.0003462923632469028,0.0,0.0046559469774365425,0.0,0,1,0.9076923131942749,0.2094469155167731,13,1.661538461366525,0.0012824096401501408,0.0009565630827110106,0.0046559469774365425,-0.0003462923632469028,0.0046559469774365425,0.0003462923632469028,0.004531579557806253,0.0030675972811877728,0.004531579557806253,0,0.004655947093851864,0.0,1.1641532182693481e-10,0.004655947093851864,0,3.5633016220830427e-10,3.469446951953614e-18,0,0,12,0,13,13,0,1,1,1,0.0,0.0,0.0,1,0.03111622331198305,0.028788249765057117,0.002327973546925932,0.002327973546925932,inf,inf,0,0,-0.0003462920069167406,3.469446951953614e-18,1.6615384522538923,0.003868017564047317,3.469446951953614e-18,inf,0,0,0,5,5,0,0,0.03599999938160181
3004,0,0,4,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.017197221517562866,0.02999999839812517,-0.0013648023596033454,-0.0013648023596033454,-6.44761778689773e-11,0.017197221517562866,0.02999999839812517,1,3,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0027974198358852696,0.0018487821123700523,0.012802776880562305,-0.0013648022951271675,0.012802776880562305,0.0013648022951271675,0.0023452702444046736,0.006775964517146349,0.0023452702444046736,0,0.01719722105190158,0.02999999839812517,4.656612873077393e-10,0.012802777346223593,0,2.0498635991753056e-10,5.204170427930421e-18,10,11,10,11,1,1,1,1,1,1,0.014999999664723873,0.014999998733401299,0.014999998733401299,0,0.03323157783597708,0.02683018916286528,0.006401388673111796,0.006401388673111796,0.4267592809096365,2.215438709469925,1,0,-0.0013648025645897053,-6.447618307314773e-11,1.6615384505345263,0.010636153417191442,6.447618307314773e-11,164962516.54854953,1,0,0,2,1,0,1,0.006000000983476639
3004,0,0,5,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.01649009808897972,0.02999999839812517,0.0009744535200297832,0.0009744535200297832,-6.447617439953035e-11,0.01649009808897972,0.02999999839812517,1,3,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.0029414500538466515,0.0020206533396511872,0.01350990030914545,0.0009744535845059576,0.01350990030914545,0.0009744535845059576,0.002502795308828354,0.008186843246221542,0.002502795308828354,0,0.016490097623318434,0.02999999839812517,4.656612873077393e-10,0.013509900774806738,0,1.4279380249841017e-10,5.204170427930421e-18,10,11,10,11,1,1,1,1,1,1,0.014999999664723873,0.014999998733401299,0.014999998733401299,0,0.03436034079641104,0.02760539040900767,0.006754950387403369,0.006754950387403369,0.4503300638527229,2.2906895798530322,1,0,0.0009744533772359808,-6.447617960370078e-11,1.6615384505345263,0.011223609800123793,6.447617960370078e-11,174073741.17246217,0,0,0,3,2,0,0,0.006000000983476639
3004,0,1,0,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.005136660300195217,0.0,0.0011143474839627743,0.0011143474839627743,1.734723475976807e-18,0.005136660300195217,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.001323721446242249,0.0010410984922971953,0.005136660300195217,0.0011143474839627725,0.005136660300195217,0.0011143474839627725,0.0015273798489943147,0.0035189876798540354,0.0015273798489943147,0,0.005136660300195217,0.0,0.0,0.005136660300195217,0,6.784217415276017e-11,8.673617379884035e-19,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.003155222162604332,0.0005868920125067234,0.0025683301500976086,0.0025683301500976086,inf,inf,0,0,0.0011143475518049484,8.673617379884035e-19,1.6615384505345263,0.004267379298054288,8.673617379884035e-19,inf,0,0,0,2,4,0,0,0.017999999225139618
3004,0,1,2,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.00380382826551795,0.0,0.00027487322222441435,0.00027487322222441435,0.0,0.00380382826551795,0.0,0,1,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.0009547798873887124,0.0007416580710009005,0.00380382826551795,0.00027487322222441435,0.00380382826551795,0.00027487322222441435,0.0010211375774815679,0.0032295999117195606,0.0010211375774815679,0,0.00380382826551795,0.0,0.0,0.00380382826551795,0,2.1853201106342146e-10,1.734723475976807e-18,0,0,4,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0022581634111702442,0.0003562492784112692,0.001901914132758975,0.001901914132758975,inf,inf,0,0,0.0002748730036924033,1.734723475976807e-18,1.6615384505345263,0.0031601034611940648,1.734723475976807e-18,inf,0,0,0,3,5,0,0,0.017999999225139618
3004,0,1,3,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.014309734106063843,0.017999999225139618,-0.0069064670242369175,-0.0069064670242369175,-0.008099999606050554,0.014309734106063843,0.017999999225139618,1,3,0.9076923131942749,0.2094469155167731,13,1.661538461366525,0.001085553714224718,0.000887452725439192,0.003690265119075775,0.001193532581813636,0.003690265119075775,0.001193532581813636,0.003050093771889806,0.0035857900511473417,0.003050093771889806,0,0.014309734106063843,0.017999999225139618,0.0,0.003690265119075775,0,4.6083863114443346e-10,0.0,10,11,10,11,1,1,1,1,1,1,0.008999999612569809,0.008999999612569809,0.008999999612569809,0,0.003276228904724121,-0.0014310963451862335,0.0018451325595378876,0.0018451325595378876,0.2050147376629763,0.36402544952873006,1,0,-0.006906467485075549,-0.008099999606050554,1.6615384522538923,0.0030657586971778446,0.008099999606050554,0.3784887464547255,1,1,0,1,1,1,1,0.017999999225139618
3004,0,1,4,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.0051366607658565044,0.0,0.001114347600378096,0.001114347600378096,1.734723475976807e-18,0.0051366607658565044,0.0,0,1,0.9076921939849854,0.20944694064039504,13,1.661538353333106,0.0013237214693421647,0.0010410986465991601,0.0051366607658565044,0.0011143476003780944,0.0051366607658565044,0.0011143476003780944,0.0015273797325789928,0.003518987214192748,0.0015273797325789928,0,0.0051366607658565044,0.0,0.0,0.0051366607658565044,0,8.03792089311417e-11,8.673617379884035e-19,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.0031552226282656193,0.0005868922453373671,0.0025683303829282522,0.0025683303829282522,inf,inf,0,0,0.001114347680757305,8.673617379884035e-19,1.6615384505345263,0.004267379684911355,8.673617379884035e-19,inf,0,0,0,4,3,0,0,0.017999999225139618
3004,0,1,5,0,1b85a84bb11de49af7d5907aa9892bc964e09844c1d4477279fa2d67bd1ae32b,e0917aa47544d631864837eab255add16665f36958db737edb4b740420949dea,0.005387858487665653,0.0,0.0001874352601589635,0.0001874352601589635,0.0,0.005387858487665653,0.0,0,1,0.007692307233810425,0.20944694064039504,13,1.661538353333106,0.0013666943589256788,0.0010196663626640507,0.005387858487665653,0.0001874352601589635,0.005387858487665653,0.0001874352601589635,0.0009295662748627365,0.0028606043197214603,0.0009295662748627365,0,0.005387858487665653,0.0,0.0,0.005387858487665653,0,2.710114537299302e-10,1.734723475976807e-18,0,0,10,12,13,13,0,1,1,1,0.0,0.0,0.0,1,0.002886115573346615,-0.00019218632951378822,0.0026939292438328266,0.0026939292438328266,inf,inf,0,0,0.00018743498914750977,1.734723475976807e-18,1.6615384505345263,0.004476067021647643,1.734723475976807e-18,inf,0,0,0,5,2,0,0,0.017999999225139618
